Name,Genres,Episodes,Score,Cluster
Neko Matsuri,UNKNOWN,1.0,5.95,4
Bang Babang Bang!!!,UNKNOWN,1.0,5.33,4
Tic Tac Dreamin',UNKNOWN,1.0,5.18,4
Trust,UNKNOWN,1.0,5.51,4
Spicy Swingy Style,UNKNOWN,1.0,5.17,4
Session High⤴,UNKNOWN,1.0,5.68,4
Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,"Action, Comedy, Supernatural",1.0,7.36,3
Flowering Heart 2,UNKNOWN,26.0,5.91,4
Toilet no Kuni,UNKNOWN,1.0,4.71,4
Hamaneko,Slice of Life,1.0,5.32,3
4-shuunen Monst? Shiru ka yo!,Comedy,1.0,4.65,4
Ajin Part 2 OVA,"Action, Horror, Mystery, Supernatural",1.0,7.03,4
"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",Comedy,1.0,6.24,4
Kimagure Mercy,UNKNOWN,1.0,6.59,4
Pandora Voxx Complete,UNKNOWN,7.0,6.3,4
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,"Comedy, Romance, Ecchi",10.0,4.87,1
Date A Live III,"Action, Romance, Sci-Fi",12.0,7.19,4
Ankoku Cat VS,"Action, Comedy",3.0,5.51,4
Akashic Re:cords,Fantasy,1.0,6.42,4
Tenkyuu no Arculs,Fantasy,1.0,5.41,4
Mashiro Witch,UNKNOWN,1.0,5.6,4
Grand Marche no Meikyuu,Fantasy,1.0,5.58,4
Kakusansei Million Arthur,Fantasy,1.0,5.41,4
Kairisei Million Arthur,Fantasy,2.0,5.48,4
Shaonian Jinyiwei,"Action, Adventure, Mystery, Romance",13.0,6.1,4
Daitai 3-pun de Wakaru .hack History,Comedy,1.0,5.76,4
Banana Fish,"Action, Adventure, Drama, Suspense",24.0,8.48,3
Piano no Mori (TV),Drama,12.0,7.31,4
Tsurune: Kazemai Koukou Kyuudou-bu,Sports,13.0,7.66,3
Tsukumogami Kashimasu,Supernatural,12.0,6.69,4
Souten no Ken: Regenesis,Action,12.0,5.65,4
Dahufa,"Action, Adventure, Fantasy",1.0,6.45,4
Matsumotokiyoshi x Osomatsu-san,Comedy,9.0,5.55,4
An Ling Yu Shi Di Qi,"Adventure, Sci-Fi",13.0,5.77,4
Yadokari,UNKNOWN,1.0,4.81,4
Hatoya,Avant Garde,1.0,5.13,4
Hayashi-fusai,UNKNOWN,1.0,5.1,4
Wanna Be a Tuna,UNKNOWN,1.0,5.37,4
Shukka Fuufu,UNKNOWN,1.0,4.94,4
Hendo Garden,UNKNOWN,1.0,5.01,4
Kawawawawawada,UNKNOWN,1.0,4.9,4
Overlord Movie: Manner Movie,Comedy,1.0,6.87,4
Shining☆Romance,UNKNOWN,1.0,6.49,4
Force Live,UNKNOWN,1.0,6.53,4
Shinmai Maou no Testament Departures,"Action, Fantasy, Romance, Ecchi",1.0,6.91,4
Kyonyuu Dosukebe Gakuen,Hentai,2.0,6.59,4
Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,"Comedy, Sci-Fi, Slice of Life",4.0,6.95,4
Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,"Action, Drama",1.0,7.83,4
Free! Dive to the Future,Sports,12.0,7.6,3
Mighty Thor: Battle Royale,Fantasy,1.0,4.99,4
Hashire! Osomatsu-san,Comedy,3.0,6.02,4
Ponkotsu Quest x Digimon Story: Cyber Sleuth - Hacker's Memory,"Comedy, Sci-Fi",1.0,5.12,4
Boku wa Mada 7-sai Datta,UNKNOWN,1.0,6.05,4
Yakan Gakkou no Ura-sensei,Supernatural,1.0,4.8,4
Pastel Kazoku,Comedy,1.0,5.12,4
Youkoso! Sukebe Elf no Mori e,"Fantasy, Supernatural, Hentai",4.0,7.58,4
Do S na Seitokaichou-sama ga M Note ni Shihai Saremashita.,Hentai,4.0,6.43,4
Shen Qi Huan Qi Tan,"Action, Adventure, Fantasy, Mystery, Supernatural",24.0,5.64,4
Naisho no Hanashi,UNKNOWN,1.0,6.13,4
Yuragi-sou no Yuuna-san,"Comedy, Romance, Supernatural, Ecchi",12.0,7.01,4
Mameneko,Slice of Life,12.0,5.97,3
Fate/Apocrypha Recaps,"Action, Drama, Fantasy, Supernatural",2.0,6.4,4
Doraemon: Benkyou Heya no Tsuribori,"Comedy, Sci-Fi",1.0,6.02,4
Drive Agent Personal: Shiawase wo Mamoru Mono,Drama,1.0,5.8,4
Qin Shi Mingyue: Tian Xing Jiu Ge,"Action, Fantasy",60.0,6.78,4
Real Eroge Situation! The Animation,Hentai,2.0,7.2,4
Koisuru Shirokuma Tokubetsu-ban,Comedy,3.0,6.39,4
Genki-kun no Christmas @ Tokyo-eki,Slice of Life,1.0,4.7,3
Genki-kun no Oshougatsu @ Tokyo-eki,Slice of Life,1.0,4.87,3
1/100 Rice Planting,Slice of Life,1.0,4.8,3
1/100 Shibuya Crossing,Slice of Life,1.0,5.04,3
1/100 Train Station,Slice of Life,1.0,5.03,3
Horny,"Avant Garde, Ecchi",1.0,3.76,4
Robotic Girl,UNKNOWN,1.0,5.83,4
Kakushin,Boys Love,1.0,5.8,4
Kakuriyo no Yadomeshi,"Drama, Fantasy, Gourmet, Romance",26.0,7.53,4
Juvenile Pornography The Animation,Hentai,1.0,6.5,4
91 Daze,Comedy,7.0,5.63,4
Happy☆Twinkle,Fantasy,1.0,5.97,4
Detective Conan: The Magician of Starlight,UNKNOWN,1.0,6.42,4
Osomatsu-san Short Film Series 2nd Season,Comedy,4.0,5.82,4
Xue Se Cang Qiong,"Action, Adventure, Fantasy, Horror, Mystery, Suspense",26.0,5.98,4
Himawari,UNKNOWN,1.0,5.91,4
Tripod Baby,UNKNOWN,1.0,4.85,4
Scary,Sci-Fi,1.0,5.19,4
Nothing's Gonna Change,Sci-Fi,1.0,4.72,4
Joutoku,UNKNOWN,1.0,5.29,4
Star Wars/Saigo no Jedai: Tokubetsu Eizou,Sci-Fi,1.0,4.65,4
Wo Shi Jiang Xiaobai,"Drama, Romance, Slice of Life",12.0,7.02,4
Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,"Comedy, Fantasy",1.0,6.73,4
Kando≠Reduction,UNKNOWN,1.0,6.01,4
Hanabira,UNKNOWN,1.0,5.57,4
Original,UNKNOWN,1.0,5.67,4
Kakuchou Shoujo-kei Trinary: Ex.MV,Sci-Fi,5.0,6.16,4
Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Recap,Action,1.0,7.05,4
Hataraku Oniisan!,Comedy,12.0,6.36,4
Golden Time (Movie),"Comedy, Fantasy",1.0,7.02,4
Ling Yu 2nd Season,Fantasy,10.0,6.56,4
Ling Yu 3rd Season,Fantasy,12.0,6.49,4
Eromanga-sensei OVA,"Comedy, Drama, Romance, Ecchi",2.0,6.81,4
3D Kanojo: Real Girl,Romance,12.0,6.85,4
Owarimonogatari 2nd Season Recaps,"Comedy, Mystery, Supernatural",2.0,7.8,3
gdMen,"Comedy, Fantasy",12.0,5.82,4
Yuuki Yuuna wa Yuusha de Aru: Hidamari,"Drama, Fantasy",1.0,7.01,4
Kyoto Animation Koushiki Twitter: Itsumo Arigatou,Slice of Life,1.0,5.66,3
Amanchu! Advance,"Comedy, Slice of Life",12.0,7.11,4
Servamp Movie: Alice in the Garden,"Action, Supernatural",1.0,7.24,4
Kirara Fantasia,Fantasy,13.0,5.91,4
Wakamono to Koinu to Croissant,UNKNOWN,1.0,5.41,4
Kusakeiba,UNKNOWN,1.0,5.04,4
Sakura no Chikai: Marronni☆Yell - Higashi no Hichou Shimotsuke-shi wo Yell!,Supernatural,1.0,5.35,4
Godzilla 2: Kessen Kidou Zoushoku Toshi,"Action, Adventure, Sci-Fi",1.0,6.54,4
Sunohara-sou no Kanrinin-san,"Comedy, Ecchi",12.0,6.77,4
Kirakira,UNKNOWN,1.0,5.62,4
Huyao Xiao Hongniang: Beishan Yaodi,"Comedy, Romance, Supernatural",8.0,7.43,4
Huyao Xiao Hongniang: Nan Guo,"Comedy, Romance, Supernatural",26.0,7.34,4
Pokemon Diamond & Pearl: Clip Show,"Action, Adventure, Comedy, Fantasy",1.0,6.26,4
Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,"Comedy, Mystery",1.0,6.72,4
Caligula (TV),"Action, Sci-Fi",12.0,6.0,4
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,Slice of Life,1.0,6.7,3
Sengoku Night Blood: Ongaku Dai Tokushuu,"Fantasy, Romance",1.0,6.15,4
Rudolf to Ippaiattena x Godzilla x Toho Cinemas Moving Logo Eizou,Comedy,1.0,4.79,4
Toho Cinemas x Pokemon Go,Comedy,2.0,5.46,4
Gintama.: Shirogane no Tamashii-hen,"Action, Comedy, Sci-Fi",12.0,8.81,4
25-sai no Joshikousei,"Romance, Hentai",12.0,5.58,4
Sousha wa Tada Senaka to Teikin de Kataru Nomi,UNKNOWN,1.0,5.48,4
Nanatsu no Bitoku,"Fantasy, Ecchi",10.0,5.24,4
Aishen Qiaokeli-ing...II,"Comedy, Romance",15.0,7.05,4
Nariyuki→Papakatsu Girls!! The Animation,Hentai,2.0,6.75,4
Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,Comedy,24.0,6.91,4
Usuzumizakura: Garo,"Action, Fantasy, Supernatural",1.0,6.14,4
Itazura Majo to Nemuranai Machi,"Action, Fantasy",1.0,5.91,4
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",1.0,8.63,3
Akkun to Kanojo,"Comedy, Romance",25.0,6.83,4
Tokyo Girls Collection 2016 A/W x Osomatsu-san Special Movie,Comedy,1.0,5.35,4
Toho Cinemas & I Love Snoopy: The Peanuts Movie Collab Logo Eizou,Comedy,1.0,5.55,4
Ultraman,"Action, Sci-Fi",13.0,6.68,4
Back Street Girls: Gokudolls,"Comedy, Ecchi",10.0,6.95,4
Akuma no Memumemu-chan,"Comedy, Ecchi",1.0,5.56,4
Furifure 2,Hentai,4.0,6.5,4
Arifureta Shokugyou de Sekai Saikyou,"Action, Adventure, Fantasy",13.0,6.7,4
Wares: Beyond,UNKNOWN,1.0,5.43,4
Hisone to Maso-tan,"Award Winning, Comedy, Drama, Fantasy",12.0,7.31,4
Saenai Heroine no Sodatekata Fine,"Comedy, Romance",1.0,8.43,4
Chikatetsu ni Noru,Slice of Life,1.0,5.45,3
Oyasumi Sex,Hentai,4.0,6.81,4
dMatsu-san,Comedy,12.0,6.01,4
Inazma Delivery: Dougyousha Attack-hen,"Action, Comedy, Sci-Fi",10.0,6.26,4
"Nee, ...Shiyo♥",Hentai,2.0,6.57,4
Boku no Hero Academia the Movie 1: Futari no Hero,Action,1.0,7.56,4
Mahou Shoujo Ore,"Comedy, Fantasy",12.0,6.64,4
Kengan Ashura,Action,12.0,7.44,4
Aggressive Retsuko (ONA),Comedy,10.0,7.64,4
Jashin-chan Dropkick,"Comedy, Supernatural",11.0,7.02,4
Wu Geng Ji Zhi Tianqi,"Action, Fantasy, Supernatural",42.0,7.32,4
Inazuma Eleven x Kaitou Gru no Tsuki Dorobou,Comedy,4.0,6.07,4
Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen,Comedy,1.0,6.32,4
Fate/Grand Order: Moonlight/Lostroom,"Action, Fantasy, Supernatural",1.0,6.31,4
Happy Happy Party!,UNKNOWN,1.0,6.25,4
Shuwarin☆Dorimin,UNKNOWN,1.0,6.28,4
Black Shout,UNKNOWN,1.0,6.87,4
That Is How I Roll!,UNKNOWN,1.0,6.26,4
Egao no Orchestra!,UNKNOWN,1.0,6.26,4
Nanatsu no Taizai: Imashime no Fukkatsu Joshou,"Action, Adventure, Fantasy",1.0,7.23,4
Pokemon Movie 21: Minna no Monogatari,"Action, Adventure, Comedy, Fantasy",1.0,7.17,4
Evil or Live Recap,UNKNOWN,1.0,5.11,4
Ura Jutaijima,Hentai,2.0,6.78,4
Captain Tsubasa (2018),Sports,52.0,7.4,3
Mirai no Mirai,"Adventure, Drama, Fantasy",1.0,7.28,4
Virtua Fighter: Costomize Clip,"Action, Drama",1.0,5.91,4
Cinderella Girls Gekijou 2nd Season Specials,"Comedy, Slice of Life",3.0,6.25,4
Tachibanakan Triangle,"Comedy, Girls Love, Ecchi",12.0,5.61,4
Himote House,Comedy,12.0,5.66,4
Dragon Ball Super: Broly,"Action, Adventure, Fantasy",1.0,8.16,4
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,"Gourmet, Ecchi",12.0,7.96,3
Yuragi-sou no Yuuna-san OVA,"Comedy, Romance, Supernatural, Ecchi",4.0,7.1,4
Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,"Action, Adventure, Comedy, Supernatural",2.0,7.4,3
Tennis no Ouji-sama: Best Games!!,Sports,4.0,6.54,3
Break Go!Ga!,UNKNOWN,1.0,5.38,4
Tales of the Rays Gekijou,"Comedy, Fantasy",8.0,6.07,4
Jewelry The Animation,Hentai,1.0,6.6,4
Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,Drama,1.0,7.46,4
IDOLiSH7 Vibrato,Drama,8.0,7.96,4
Lupin III: Lupin wa Ima mo Moete Iru ka?,"Action, Adventure, Comedy",1.0,6.91,4
Cutie Honey Universe,"Action, Comedy, Romance, Sci-Fi",12.0,5.42,4
Micchiri Neko,Comedy,39.0,6.83,4
Oshiri Tantei: Puputto Fumutto Kaiketsu Dance,Comedy,1.0,4.97,4
Non Non Biyori Movie: Vacation,Slice of Life,1.0,8.25,3
Lupin III 3DCG,"Action, Suspense",1.0,6.17,4
Itou Junji: Collection - Tomie,"Drama, Horror, Supernatural",2.0,6.25,4
Chao Zhi Neng Zu Qiu,"Comedy, Sports",52.0,6.29,4
Precure Super Stars! Movie,"Action, Fantasy",1.0,6.81,4
Jian Wangchao,Action,12.0,5.8,4
Zoku Owarimonogatari,"Comedy, Mystery, Supernatural",6.0,8.45,3
Bernard-jou Iwaku.: Ofuro Dokusho,Comedy,1.0,5.63,4
Hinomaruzumou,Sports,24.0,7.55,3
Tsukipro The Animation 2,UNKNOWN,13.0,6.34,4
Iya na Kao sare nagara Opantsu Misete Moraitai,Ecchi,6.0,5.74,4
Layton Mystery Tanteisha: Katri no Nazotoki File,"Comedy, Mystery",50.0,7.23,4
Koukaku no Pandora: Pandoradio,"Comedy, Sci-Fi",6.0,5.85,4
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,Slice of Life,1.0,7.62,3
Hoozuki no Reitetsu 2nd Season: Sono Ni,"Comedy, Fantasy",13.0,7.85,4
Mahoutsukai no Yome Recap,"Fantasy, Supernatural",1.0,7.24,4
Emiya-san Chi no Kyou no Gohan,"Comedy, Gourmet, Slice of Life",13.0,7.79,4
Drifters: Kokuou-sama Goranshin,Comedy,1.0,5.55,4
Binan Koukou Chikyuu Bouei-bu Happy Kiss!,Comedy,12.0,6.45,4
"Animegataris: Yuku Toshi, Kuru Toshi",Comedy,1.0,5.76,4
Guomin Laogong Dai Huijia 2nd season,"Drama, Romance",12.0,6.33,4
Imouto sae Ireba Ii. (ONA),Comedy,6.0,6.49,4
Drifters (OVA): Kokuou-sama Goranshin,Comedy,1.0,6.38,4
Imouto sae Ireba Ii. (ONA) Specials,Comedy,2.0,6.51,4
Petit☆Dream Stars! Let's La Cooking? Showtime!,"Fantasy, Slice of Life",1.0,5.84,4
Youjo Senki Movie,"Action, Fantasy",1.0,8.24,4
Jian Wangchao 2,Action,12.0,5.92,4
123,UNKNOWN,1.0,4.56,4
Yume no Tochuu de,UNKNOWN,1.0,5.59,4
Daremo Shiranai,UNKNOWN,1.0,5.05,4
Yuki Matsuri,UNKNOWN,1.0,5.3,4
Quanzhi Gaoshou Specials,Action,3.0,8.18,4
Uchuu Senkan Yamato Pilot Film,Sci-Fi,1.0,5.66,4
Kakegurui××,"Drama, Mystery",12.0,7.2,4
Overlord: Ple Ple Pleiades 2,"Action, Comedy, Fantasy",13.0,6.83,4
Enkou JK Bitch Gal: Ojisan to Namapako Seikatsu,Hentai,2.0,6.83,4
Cherry & Gal's↑↑,Hentai,2.0,6.38,4
Yi Ren Zhi Xia Recap,"Action, Supernatural",1.0,6.29,4
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou","Drama, Fantasy",1.0,8.33,4
Danganronpa 3: Monokuma Gekijou,Comedy,3.0,6.96,4
Slow Start: Web Yokoku Movie,Slice of Life,11.0,5.92,3
Grand Blue,Comedy,12.0,8.43,4
Kitsune no Koe,UNKNOWN,12.0,6.41,4
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,"Fantasy, Slice of Life",1.0,7.56,4
Doraemon Anniversary 25,"Comedy, Sci-Fi",1.0,6.14,4
THE iDOLM@STER Cinderella Girls: Starlight Stage - Shinshun! Happy New Year Campaign,UNKNOWN,1.0,5.71,4
Nobunaga no Shinobi: Anegawa Ishiyama-hen,Comedy,26.0,7.08,4
Saimin☆Gakuen,Hentai,4.0,6.19,4
Koyomi History,Comedy,1.0,6.62,4
Gegege no Kitarou (2018),"Comedy, Horror, Supernatural",97.0,7.2,4
Hataraku Saibou,Comedy,13.0,7.56,4
Nishitetsu CMs,Slice of Life,3.0,5.21,3
Alphard x Taka no Tsume,UNKNOWN,3.0,4.85,4
Morimori Shima no Mogu to Perol,UNKNOWN,1.0,5.81,4
Nou Nen feat. Utae,"Avant Garde, Ecchi",1.0,4.75,4
"Dies Irae: Marie's Memory ""Michi ni Tsuuzu Kiseki""",Action,1.0,5.72,4
Douluo Dalu,"Action, Adventure, Fantasy, Romance",26.0,7.85,4
Marvel Future Avengers 2nd Season,Action,13.0,5.64,4
Shaonian Jinyiwei 2nd Season,"Action, Adventure, Mystery, Romance",13.0,6.21,4
Warai Kawasemi ni Hanasu na yo,UNKNOWN,1.0,5.3,4
Grimms Notes The Animation,"Action, Adventure, Fantasy",12.0,5.95,4
Yao Shen Ji 2nd Season,"Action, Adventure, Fantasy, Romance",40.0,7.26,4
Asobi Asobase,Comedy,12.0,8.19,4
Nanatsu no Bitoku Specials,"Fantasy, Ecchi",2.0,5.48,4
Chichibu de Buchichi,Slice of Life,1.0,5.72,3
Mi Yu Xingzhe,"Mystery, Suspense",12.0,7.26,3
Doupo Cangqiong 2nd Season,"Action, Adventure, Fantasy, Romance",12.0,7.56,4
Da Shi Jie,Suspense,1.0,5.74,3
Kiratto Pri☆chan,Slice of Life,51.0,7.17,3
Guomin Laogong Dai Huijia 3rd Season,"Drama, Romance",12.0,6.0,4
Ze Tian Ji 2nd Season,"Action, Adventure, Fantasy",12.0,6.9,4
Ze Tian Ji 3rd Season,"Action, Adventure, Fantasy",12.0,6.84,4
Mang Huang Ji,"Action, Adventure, Fantasy",19.0,5.68,4
Fumikiri Jikan,"Comedy, Slice of Life",12.0,6.36,4
Morinaga Nyuugyou x Mary to Majo no Hana,Slice of Life,4.0,5.56,3
Yoninme no Ousama,UNKNOWN,1.0,5.17,4
Hana (Music),UNKNOWN,1.0,5.69,4
Shippo no Kimochi,Romance,1.0,5.62,4
Radiant,"Action, Adventure, Fantasy",21.0,6.88,4
Aikatsu Friends!,Slice of Life,50.0,7.2,3
Anima Yell!,"Comedy, Sports",12.0,6.88,4
Zuori Qing Kong,"Drama, Romance, Slice of Life",1.0,6.77,4
Mo Dao Zu Shi,"Action, Adventure, Drama, Fantasy, Mystery",15.0,8.43,3
Sheng Shi Zhuang Niang,"Drama, Romance",20.0,6.66,4
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,"Comedy, Fantasy, Ecchi",12.0,6.86,4
Mirai no Hito e,UNKNOWN,1.0,5.56,4
The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,Comedy,1.0,5.91,4
Heat Meat Up: Kokusan Sengen,UNKNOWN,1.0,5.29,4
Release the Spyce,Action,12.0,6.94,4
Tsun M! Gyutto Shibatte Shidoushite The Animation,Hentai,1.0,6.47,4
Ore ga Kanojo wo *su Wake,Hentai,6.0,6.41,4
JK to Inkou Kyoushi 4 feat. Ero Giin-sensei,Hentai,2.0,6.23,4
Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,"Action, Adventure, Fantasy",12.0,6.52,4
Muttsuri Dosukebe Tsuyu Gibo Shimai no Honshitsu Minuite Sex Sanmai,Hentai,2.0,7.34,4
Hoshi to Tsubasa no Paradox,"Action, Sci-Fi",2.0,5.53,4
Kataribe Jinkou Chinou ga Tsubuyaku Noroi no Yogen,"Horror, Suspense",1.0,4.46,4
Gundam Build Divers,"Action, Sci-Fi",25.0,6.3,4
Gundam Build Divers Prologue,"Action, Sci-Fi",1.0,6.45,4
DC Super Heroes vs Taka no Tsume-dan Promotion Eizou,Comedy,1.0,4.67,4
Last Period: Owarinaki Rasen no Monogatari,"Action, Adventure, Comedy, Fantasy",12.0,6.37,4
Chainsaw Bunny: Deleted Scene,"Horror, Supernatural, Suspense",1.0,4.2,4
Omae wa Mada Gunma wo Shiranai,Comedy,12.0,5.24,4
Hanebado!,Sports,13.0,6.85,3
Ta ga Tame no Alchemist,"Action, Adventure, Fantasy",1.0,6.42,4
Overlord: Oukoku no Kan-tachi - Drama CD-tsuki Tokusou-ban,Comedy,1.0,6.21,4
God Eater Reso Nantoka Gekijou,"Fantasy, Sci-Fi",8.0,5.57,4
Ano Ko Secret,Romance,1.0,7.42,4
Z/X: Code Reunion,"Fantasy, Sci-Fi",12.0,5.78,4
Kujira no Kora wa Sajou ni Manabu!,"Comedy, Drama, Fantasy, Mystery",2.0,6.63,4
Qiezi Mabo Forever,UNKNOWN,1.0,4.79,4
Beatless Intermission,"Action, Drama, Romance, Sci-Fi",4.0,5.61,4
Sword Art Online Fatal Bullet: The Third Episode - Pilot-ban,UNKNOWN,1.0,5.91,4
Eyedrops Special Episode,UNKNOWN,2.0,5.07,4
Joshiochi!: 2-kai kara Onnanoko ga... Futtekita!?,"Comedy, Hentai",9.0,6.51,4
Beyblade Burst Chouzetsu,"Action, Adventure, Sci-Fi, Sports",51.0,6.51,4
"Ippun de Wakaru Eiga ""Donten ni Warau"" Kaisetsu Yokoku",UNKNOWN,1.0,4.79,4
It's My Life,"Comedy, Fantasy",1.0,5.67,4
Tsuma Netori: Ryoujoku Rinne,Hentai,1.0,6.45,4
Ani x Para: Anata no Hero wa Dare desu ka,Sports,16.0,6.45,3
Mo Ri Shu Guang,"Action, Boys Love, Horror, Supernatural, Suspense",20.0,6.01,4
Fei Ren Zai,"Comedy, Supernatural",48.0,6.9,4
Wo Jia Da Shixiong Naozi You Keng,"Action, Adventure, Comedy",26.0,6.6,4
Wangu Xian Qiong II,"Adventure, Comedy, Fantasy",12.0,6.65,4
Xiao Liyu Lixian Ji,"Adventure, Fantasy",52.0,5.94,4
Kemurikusa (TV),"Fantasy, Sci-Fi",12.0,7.06,4
K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,"Action, Supernatural",1.0,7.3,4
K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai,"Action, Supernatural",1.0,7.14,4
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,"Action, Supernatural",1.0,7.44,4
K: Seven Stories Movie 5 - Memory of Red - Burn,"Action, Supernatural",1.0,7.62,4
K: Seven Stories Movie 6 - Circle Vision - Nameless Song,"Action, Supernatural",1.0,7.19,4
K: Seven Stories - The Idol K,Comedy,6.0,5.76,4
Kemurikusa,"Action, Adventure, Sci-Fi",2.0,5.82,4
Cocktail Prince: Shaking Night!!,UNKNOWN,1.0,5.84,4
Toji no Miko: Kizamishi Issen no Tomoshibi PV,"Action, Comedy",2.0,5.91,4
Amai Choubatsu: Watashi wa Kanshu Senyou Pet,"Drama, Hentai",13.0,5.58,4
Youkai Watch: Shadow Side,"Comedy, Supernatural",49.0,6.6,4
Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,"Fantasy, Slice of Life",26.0,6.56,4
Star Wars/Force no Kakusei,Sci-Fi,1.0,5.18,4
Hakodate Musical,UNKNOWN,1.0,4.65,4
Chuukan Kanriroku Tonegawa,"Comedy, Drama",24.0,7.17,4
Venus Blood: Brave,Hentai,4.0,5.94,4
Yuru Camp△ Specials,Slice of Life,3.0,7.56,3
Hello Kagerou,UNKNOWN,1.0,5.58,4
Plunderer,"Action, Fantasy, Romance, Ecchi",24.0,6.62,4
Etotama: Nyankyaku Banrai,"Action, Comedy, Fantasy",1.0,6.36,4
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,"Action, Adventure, Fantasy",12.0,7.23,4
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,"Action, Adventure, Fantasy",1.0,7.44,4
Goblin Slayer,"Action, Adventure, Fantasy",12.0,7.42,4
Quote,UNKNOWN,3.0,5.96,4
Irotoridori no Melody,UNKNOWN,1.0,5.33,4
Outsider:Requiem,UNKNOWN,1.0,5.37,4
Prism (2018),UNKNOWN,1.0,5.42,4
Imouto Paradise! 3 The Animation,Hentai,2.0,6.63,4
Sword Art Online Fatal Bullet: The Third Episode,UNKNOWN,1.0,6.27,4
Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,"Action, Comedy, Fantasy",1.0,7.15,4
Shounen Ashibe: Go! Go! Goma-chan 3,"Comedy, Slice of Life",32.0,5.65,4
Neko Neko Nihonshi 3rd Season,UNKNOWN,32.0,6.16,4
The Perfect World,UNKNOWN,1.0,7.48,4
Pastel Memories,"Action, Adventure, Sci-Fi",12.0,5.13,4
"Masamune-kun no Revenge: Uchi no Mama ni Kagitte/Tsunade Shima, Futatabi./12-Ji wo Sugita Cinderella","Comedy, Romance",1.0,6.54,4
Chihayafuru 3,"Drama, Sports",24.0,8.47,3
Fire Bird,UNKNOWN,1.0,5.52,4
Tough Boy,Action,1.0,4.74,4
Calicula Machine,Avant Garde,1.0,5.17,4
Wata no Kuni Hoshi Pilot,Fantasy,1.0,5.7,4
Souten no Ken: Regenesis 2nd Season,Action,12.0,6.01,4
Xi Yangyang Yu Hui Tailang: Xi Qi Yangyang Guo She Nian,"Adventure, Comedy",1.0,5.59,4
Xi Yangyang Yu Hui Tailang: Fei Ma Qi Yu Ji,"Adventure, Comedy",1.0,5.72,4
Xi Yangyang Yu Hui Tailang: Yang Nian Xi Yangyang,"Adventure, Comedy",1.0,5.67,4
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!","Comedy, Fantasy",12.0,6.77,4
Zoids Wild,"Action, Adventure, Comedy, Sci-Fi",50.0,6.22,4
Shikioriori,"Drama, Romance",3.0,7.12,4
PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live,Slice of Life,1.0,6.45,3
Irotoridori,UNKNOWN,1.0,5.05,4
No Game No Life: Zero - Manner Movie,Comedy,1.0,6.79,4
Ahiru no Sora,Sports,50.0,7.28,3
Circus,UNKNOWN,1.0,5.16,4
Dokidoki Little Ooyasan,Hentai,6.0,7.14,4
Shampoo no Nioi ga Shita,UNKNOWN,1.0,6.2,4
Penguin Highway,"Fantasy, Mystery, Sci-Fi",1.0,7.56,4
Taishou Mebiusline: Chicchai-san - You and I,Boys Love,1.0,4.79,4
Tabechatta tte Ii no ni na!,"Comedy, Slice of Life",8.0,5.73,4
Polka Dot,UNKNOWN,1.0,5.18,4
Ookami Kodomo no Ame to Yuki x House Shokuhin Stew CM,Slice of Life,1.0,5.46,3
MaxValu Kyushu,Slice of Life,1.0,5.39,3
Cinderella Girls Gekijou 3rd Season,"Comedy, Slice of Life",13.0,6.51,4
Shiawase Pasta Story,Slice of Life,8.0,5.73,3
